CustomerID,Gender,Age,Salary,Tenure,Balance,Products,CreditScore,Active,Churn
108,Female,64,83884,9,63652,2,705,0,0
109,Female,48,37482,3,51087,4,316,1,1
110,Male,51,74225,8,79789,4,559,1,0
111,Female,56,78849,1,54909,3,654,0,1
112,Male,20,94854,3,11565,3,788,0,1
113,Female,25,61256,8,27597,3,513,0,1
114,Female,40,34650,3,93304,1,538,1,1
115,Male,31,66118,4,65623,3,479,0,1
116,Female,44,48930,7,9432,4,718,1,1
117,Male,46,31801,0,74300,2,442,0,1
118,Female,56,71360,0,65714,4,616,1,0
119,Female,56,36559,8,91837,2,543,0,0
120,Male,18,52334,8,49314,4,531,0,1
121,Female,34,33288,3,41965,1,602,1,1
122,Male,58,42398,1,97449,3,630,0,0
123,Female,47,96230,8,84268,4,547,0,1
124,Male,30,32191,3,67957,3,582,0,0
125,Male,38,38051,5,43715,1,586,1,1
126,Female,36,81715,0,53450,1,331,0,1
127,Female,36,30737,8,86062,3,799,1,0
128,Male,42,85140,4,61902,3,829,0,0
129,Female,39,45251,2,28317,2,680,0,1
130,Female,48,70975,3,66753,3,362,1,1
131,Female,34,25147,0,35242,3,427,1,0
132,Male,40,70508,8,929,2,827,1,0
133,Male,49,72224,7,99806,4,462,1,0
134,Male,27,39643,3,98724,2,550,1,1
135,Male,27,58967,1,13580,4,594,1,0
136,Male,53,60733,8,95967,4,478,0,1
137,Male,25,54808,3,20742,4,528,0,0
138,Male,69,87288,8,17833,2,693,0,0
139,Male,37,78959,9,96421,2,695,0,0
140,Male,49,21849,2,71347,1,371,1,0
141,Female,67,88178,6,74155,4,617,0,1
142,Male,31,87136,6,89791,2,678,0,1
143,Female,67,80740,9,90508,1,435,0,0
144,Female,45,64565,3,13527,4,677,1,1
145,Female,63,40183,1,58139,2,418,1,1
146,Male,69,21132,8,98410,2,829,0,1
147,Male,41,58259,3,69585,2,822,1,0
148,Male,32,83668,7,41057,3,686,0,0
149,Male,39,58563,1,67439,1,568,1,1
150,Female,47,30931,7,44261,2,823,0,0
151,Male,21,93169,9,70912,3,846,1,0
152,Male,30,70639,4,42,1,785,0,0
153,Male,40,78901,6,22769,1,737,0,0
154,Male,25,21044,6,67113,3,410,1,1
155,Male,35,66691,8,77918,1,621,1,1
156,Female,29,44363,2,22449,3,826,1,0
157,Male,48,66694,9,38653,4,476,1,1
158,Female,31,21582,3,28859,2,837,0,1
159,Male,51,99910,9,8576,3,772,0,1
160,Female,35,86844,3,45874,1,687,0,1
161,Male,51,41301,9,77199,1,397,0,1
162,Male,28,94329,4,36345,4,710,0,0
163,Female,58,21620,5,70780,4,674,0,1
164,Female,29,82224,2,69428,4,469,0,1
165,Female,66,76655,3,92648,4,355,0,0
166,Male,32,57534,2,4321,4,624,1,0
167,Female,48,59390,1,5776,2,559,0,0
168,Male,66,91629,9,16119,3,639,1,1
169,Male,46,75856,8,30569,4,703,1,1
170,Female,43,69252,0,38596,4,831,1,0
171,Female,35,75809,1,52967,2,473,1,1
172,Male,49,42259,7,33063,3,837,0,0
173,Male,39,40655,6,98717,4,459,1,0
174,Female,55,53005,0,22340,3,309,0,1
175,Female,34,51629,4,75723,3,555,0,0
176,Female,40,43610,9,55430,2,643,1,1
177,Male,41,77184,5,6668,2,835,0,0
178,Male,67,41602,4,80880,4,672,0,0
179,Male,25,31110,3,8195,1,734,1,0
180,Male,58,26073,0,82097,2,345,1,1
181,Male,23,30195,6,57995,3,354,0,0
182,Male,22,21537,8,87834,3,377,0,0
183,Female,61,37138,5,38250,4,790,0,0
184,Male,46,64328,2,16076,4,571,0,1
185,Male,45,66202,9,15376,4,849,1,1
186,Male,28,60164,3,55839,3,410,1,1
187,Female,18,74659,9,64723,2,314,1,1
188,Male,60,69692,4,43442,1,377,1,1
189,Male,36,44845,0,5392,2,800,0,0
190,Female,26,50562,4,27106,1,717,1,0
191,Male,44,48036,0,79845,2,574,0,0
192,Male,51,80752,8,24809,4,793,0,0
193,Male,61,94233,6,693,3,496,1,1
194,Male,21,88681,2,99473,1,675,0,0
195,Male,53,47818,8,94769,2,362,0,1
196,Female,35,50544,1,59821,3,660,0,1
197,Female,32,82532,6,74159,1,843,1,1
198,Female,68,98636,8,74710,1,409,0,0
199,Male,30,77705,5,11352,3,493,0,1
200,Male,36,40104,9,52196,4,818,0,0
201,Male,66,89603,4,71066,3,758,0,1
202,Female,23,79025,6,4992,4,600,1,0
203,Male,65,52317,5,53076,2,795,1,0
204,Male,29,51416,4,23354,2,448,0,1
205,Female,68,62012,1,3312,3,760,0,1
206,Male,54,88045,7,45833,4,438,0,0
207,Female,34,41400,6,4318,2,591,1,0
208,Female,40,68270,5,99992,4,634,1,1
209,Female,43,92069,4,66003,4,483,0,1
210,Male,46,69833,4,27192,4,606,0,1
211,Male,50,83644,8,89199,3,561,1,0
212,Male,44,89468,0,96782,4,609,0,1
213,Male,42,79473,8,37489,3,643,1,0
214,Male,27,65809,5,40309,2,723,0,1
215,Male,64,58328,3,28273,2,813,0,1
216,Male,40,56784,9,47553,1,823,0,1
217,Female,38,43723,6,29473,1,560,0,0
218,Male,38,80646,8,61410,2,661,1,0
219,Female,60,86255,4,13679,4,468,1,0
220,Male,30,20074,4,92981,4,499,1,0
221,Male,54,46498,7,45310,2,684,0,1
222,Male,50,85522,6,83406,2,611,0,1
223,Female,41,40541,7,60683,1,611,1,1
224,Female,61,65929,9,25992,4,694,1,0
225,Female,28,46028,1,29433,2,650,0,0
226,Female,34,49545,8,76574,1,327,1,1
227,Male,21,99569,2,25933,1,432,0,1
228,Female,64,51673,5,45020,4,679,1,0
229,Male,42,50974,5,29236,1,827,0,0
230,Male,47,78899,1,58735,1,586,0,0
231,Female,26,43097,6,9770,3,583,1,0
232,Female,38,84824,8,69285,2,526,1,1
233,Female,37,43525,9,35271,4,726,0,0
234,Female,36,77804,0,73391,2,326,0,1
235,Female,36,35043,7,23439,3,631,1,1
236,Female,29,61846,1,95826,4,416,0,1
237,Female,54,97261,0,11101,2,388,1,0
238,Female,59,70227,7,92776,1,421,0,1
239,Male,34,73028,1,82319,4,332,1,1
240,Female,54,57383,5,44917,3,697,0,1
241,Female,65,49483,5,92345,1,824,0,0
242,Male,56,27265,4,83459,3,323,0,1
243,Female,45,42763,7,80562,1,624,0,1
244,Male,58,95652,2,41196,2,333,0,1
245,Male,52,35733,9,23569,2,546,0,0
246,Female,64,57420,3,41887,2,318,0,0
247,Male,65,29247,6,20893,3,329,1,1
248,Male,35,43840,6,87971,4,348,1,1
249,Male,31,85149,7,55304,2,479,0,0
250,Male,52,41058,1,32399,3,669,1,0
251,Female,61,54929,1,25236,1,694,1,0
252,Male,58,51362,3,92735,2,795,0,1
253,Female,24,67356,9,85870,1,730,1,0
254,Male,58,97597,8,98753,2,506,0,0
255,Male,30,26041,9,49531,1,334,1,0
256,Male,35,98209,8,80570,3,712,1,0
257,Male,54,81954,3,96621,2,663,1,1
258,Female,30,81869,8,9442,3,609,0,0
259,Female,53,41059,2,56437,3,578,1,1
260,Male,48,64722,4,60342,1,451,0,0
261,Male,19,37548,9,78179,2,526,0,1
262,Female,33,35078,8,35069,4,542,1,1
263,Male,26,25419,5,73246,4,309,0,1
264,Male,26,55490,2,38560,3,691,0,1
265,Male,55,96086,9,58070,1,347,1,0
266,Female,28,78760,8,42427,1,503,0,1
267,Female,39,50337,5,60496,1,456,1,1
268,Female,50,21468,3,64557,2,325,1,1
269,Male,53,44309,3,72752,2,720,0,1
270,Male,62,86344,7,77248,1,563,1,1
271,Female,40,92255,6,70441,4,828,1,0
272,Female,62,48718,0,48534,4,769,0,1
273,Female,62,57841,5,27930,2,553,0,1
274,Female,51,93548,7,96728,1,845,0,1
275,Male,26,66660,2,89042,4,446,0,1
276,Female,41,70281,8,7288,4,625,1,1
277,Male,25,20767,9,95547,2,637,1,0
278,Female,24,23895,1,81122,2,417,1,0
279,Male,53,78026,5,61518,4,464,1,0
280,Female,35,62968,0,32400,1,849,1,1
281,Female,20,60097,1,1567,4,497,0,1
282,Female,45,35332,4,47878,4,673,1,0
283,Female,23,34621,0,48850,1,428,1,1
284,Male,61,96870,7,1094,2,713,1,0
285,Female,61,38174,0,11135,1,679,1,1
286,Male,38,60502,8,79044,1,300,0,1
287,Male,45,56674,9,45113,1,466,0,1
288,Male,57,57260,2,58791,1,315,0,0
289,Male,18,62498,1,9684,2,411,1,0
290,Female,53,87609,0,92783,4,667,1,0
291,Male,38,69464,8,71727,3,401,1,0
292,Male,60,91805,3,83378,2,705,0,0
293,Male,52,84919,0,58552,1,806,1,0
294,Female,30,74469,0,8046,4,339,0,1
295,Female,66,37194,6,4934,4,847,1,0
296,Female,27,46811,1,59556,1,680,0,0
297,Female,61,92377,6,46806,2,815,0,0
298,Male,64,63723,6,1354,1,796,1,0
299,Male,27,95235,9,95352,4,580,1,1
300,Female,63,96298,8,53046,4,650,0,0
301,Male,30,79238,6,65064,2,633,0,0
302,Male,54,22147,0,57184,3,823,0,0
303,Male,55,58445,7,2963,1,582,0,0
304,Female,41,73803,7,27424,3,618,0,1
305,Female,19,81108,3,80039,4,713,1,1
306,Male,39,22013,7,3042,3,313,0,1
307,Female,34,73502,3,95777,1,355,1,0
308,Female,53,57755,7,7139,1,702,1,0
309,Female,31,28733,4,11226,4,641,1,0
310,Female,27,29479,3,80298,2,498,1,1
311,Female,52,95361,5,83652,2,591,1,1
312,Male,42,41304,1,38108,4,740,0,0
313,Female,20,55694,1,70647,1,377,1,0
314,Male,64,29490,1,68617,2,411,0,0
315,Male,55,41252,8,29815,3,834,1,1
316,Female,34,26862,9,7802,4,674,0,0
317,Male,29,89959,2,42230,3,415,1,1
318,Male,69,30450,9,63372,1,441,0,1
319,Male,41,76022,3,54020,2,496,0,1
320,Female,46,81991,9,83449,1,839,0,1
321,Female,60,60927,7,17465,3,598,1,0
322,Male,42,69853,3,7994,1,375,0,1
323,Female,53,51826,9,3531,1,829,1,0
324,Female,43,62879,9,9343,4,399,1,1
325,Female,55,77265,6,59066,4,778,0,0
326,Female,18,92361,4,99020,1,767,1,1
327,Male,37,97990,8,6229,4,591,1,1
328,Male,45,60736,3,94311,1,424,1,1
329,Female,33,44530,2,92302,3,818,1,0
330,Female,64,98052,1,82124,4,322,0,1
331,Male,34,67058,0,88704,1,461,1,1
332,Male,57,94094,5,44789,4,805,0,1
333,Female,45,94255,9,44069,1,320,1,1
334,Male,29,24886,1,87402,4,763,0,0
335,Female,44,57387,7,9524,2,782,0,0
336,Female,59,41575,5,88074,1,801,1,0
337,Male,64,59643,4,86762,2,608,1,0
338,Male,47,30100,1,63103,1,502,1,1
339,Female,58,80356,6,8103,2,715,1,1
340,Female,51,27856,1,58581,1,441,1,1
341,Male,54,58169,4,83938,4,406,0,0
342,Female,23,48804,1,54203,2,828,0,1
343,Male,24,55790,9,15090,4,836,0,0
344,Female,49,50988,1,15915,1,590,1,0
345,Male,49,96448,6,41477,4,610,1,0
346,Male,42,58506,8,56987,1,684,1,1
347,Male,50,87306,4,99742,4,352,0,1
348,Female,24,32305,6,53238,2,482,1,1
349,Female,69,29969,3,87047,1,668,0,0
350,Male,29,32404,1,15029,4,312,0,1
351,Female,33,28989,2,96367,1,459,1,1
352,Male,33,85305,1,89067,1,583,0,0
353,Male,60,55983,4,53520,1,586,0,1
354,Female,53,59462,5,70053,3,307,0,1
355,Female,30,39360,6,51464,1,371,1,0
356,Male,24,46287,2,21961,4,397,0,0
357,Female,53,85472,3,26835,3,386,1,1
358,Female,64,81313,7,27725,4,400,1,0
359,Male,68,54160,3,25357,3,580,0,1
360,Male,26,26789,6,1244,1,588,1,1
361,Female,49,47181,5,67952,2,495,0,0
362,Male,28,34385,6,48061,2,690,1,0
363,Male,25,85641,0,6490,1,749,1,0
364,Female,50,64247,2,77219,3,667,1,0
365,Male,40,25544,5,5839,4,729,1,1
366,Male,42,33275,2,24992,2,395,1,0
367,Female,25,83248,6,44938,1,560,1,0
368,Female,62,54550,8,56249,1,811,1,0
369,Male,39,73693,2,44735,3,420,0,0
370,Male,21,39641,0,50734,2,665,0,1
371,Female,57,91749,9,47080,1,631,0,0
372,Female,20,35605,5,74460,2,351,1,0
373,Female,46,70713,0,81457,4,695,0,1
374,Female,58,40390,0,24260,1,617,1,0
375,Male,46,95403,7,59607,1,576,1,1
376,Female,51,78466,8,61852,4,493,1,1
377,Female,51,23981,1,28380,1,320,1,1
378,Male,45,29493,8,84347,3,698,1,1
379,Female,30,91218,4,71257,4,501,1,0
380,Male,32,91318,7,41191,3,765,1,1
381,Female,40,36984,6,4930,4,450,1,0
382,Female,61,42760,6,4353,4,458,0,1
383,Female,43,21524,3,7832,3,609,1,1
384,Male,21,69402,1,49554,4,803,0,0
385,Male,43,85614,4,88487,2,325,0,0
386,Female,57,55891,2,54017,3,365,1,1
387,Male,26,59832,8,57298,4,562,0,0
388,Male,22,65836,5,51389,3,771,1,1
389,Male,49,93953,0,73306,4,466,0,0
390,Male,37,33362,2,25525,4,453,1,1
391,Male,67,86745,3,82092,2,642,0,0
392,Male,28,57921,8,80630,2,712,1,0
393,Female,32,90434,5,73471,2,483,0,1
394,Female,49,38562,3,68211,4,493,1,1
395,Male,45,84510,0,31280,2,301,1,1
396,Female,39,96407,7,11240,3,514,0,0
397,Female,58,27610,1,65092,4,782,0,0
398,Female,34,35791,7,69541,3,331,0,1
399,Female,43,78047,5,62851,2,314,0,0
400,Male,61,87906,7,6544,4,617,1,1
401,Female,24,39665,5,57981,3,542,0,0
402,Female,59,90246,4,17332,1,316,0,0
403,Male,43,85864,4,26836,3,833,1,0
404,Male,42,66451,9,14388,4,380,1,1
405,Female,27,65890,9,1694,1,735,1,0
406,Female,62,26794,7,86677,2,307,0,0
407,Female,36,52888,6,88202,2,586,0,0
408,Female,28,26749,7,49294,3,485,0,0
409,Female,30,66531,7,38769,2,823,0,1
410,Female,25,40608,6,39420,3,721,1,0
411,Male,57,89211,1,37855,3,765,0,0
412,Female,21,76017,8,1460,3,382,0,0
413,Female,64,77676,6,47646,3,782,1,0
414,Male,48,31560,5,41252,4,624,1,1
415,Male,45,74401,8,9835,4,718,1,0
416,Male,28,70468,0,10910,1,350,0,0
417,Male,60,52463,1,82757,1,326,0,0
418,Female,18,51663,0,91149,2,844,1,0
419,Female,66,88706,9,96889,4,361,0,1
420,Female,64,78773,2,8463,1,470,0,0
421,Female,69,53123,4,13336,4,585,1,0
422,Female,55,29718,0,26534,4,416,1,1
423,Female,41,82637,3,2369,2,303,1,0
424,Male,64,20028,7,25381,2,365,0,1
425,Female,48,82370,5,85094,3,359,0,0
426,Male,58,67599,0,87905,4,801,0,0
427,Male,63,37397,0,99186,3,528,1,0
428,Female,67,65406,2,96490,3,399,0,0
429,Male,43,67657,9,25407,3,418,0,0
430,Female,66,87560,7,62552,4,368,1,0
431,Male,67,33503,7,35939,4,520,0,0
432,Female,22,74943,2,92303,3,522,0,0
433,Male,37,95839,6,67576,4,803,1,0
434,Female,69,45345,2,88652,3,510,1,0
435,Female,58,70390,3,26170,1,561,1,0
436,Female,28,79557,8,71908,4,817,1,0
437,Female,50,85054,3,22369,2,547,1,1
438,Female,67,21906,2,73098,2,556,0,0
439,Male,55,60167,4,44544,3,362,1,1
440,Male,44,27961,6,5900,1,691,1,1
441,Male,51,46140,4,40733,4,839,1,0
442,Female,32,78701,3,87236,3,716,0,1
443,Male,49,97567,7,589,1,352,0,0
444,Female,38,48561,3,60044,1,337,1,0
445,Female,63,70568,1,65311,4,607,0,1
446,Male,22,93302,9,57926,2,352,0,1
447,Male,23,49504,5,70599,2,751,0,1
448,Female,55,57146,1,85553,1,760,1,0
449,Male,39,60297,2,83910,2,785,0,1
450,Female,35,88607,0,88435,1,436,0,1
451,Female,31,36939,4,49008,1,671,1,1
452,Female,27,70715,8,66794,1,555,1,0
453,Female,63,64460,1,79134,2,694,0,0
454,Female,30,86576,6,2866,3,336,1,1
455,Male,48,88222,4,52890,2,446,1,1
456,Male,47,32666,1,41504,3,307,1,1
457,Female,20,82119,7,95668,2,550,1,1
458,Female,47,55321,5,53374,4,746,0,1
459,Male,23,21779,3,29404,4,562,1,1
460,Male,46,33186,3,65223,2,738,1,1
461,Female,25,36459,1,637,4,558,0,0
462,Male,61,25057,2,90152,4,622,1,1
463,Female,62,80663,6,15828,4,829,0,1
464,Male,60,38733,2,53544,4,600,1,0
465,Female,61,39157,4,91732,3,784,0,1
466,Male,50,55030,9,45097,1,391,1,0
467,Female,34,39613,5,32022,3,463,1,1
468,Male,65,25188,5,32202,1,634,0,0
469,Male,28,49680,3,28704,1,614,0,1
470,Female,30,80119,5,91411,2,537,0,1
471,Male,67,94400,2,23641,2,382,0,0
472,Female,28,75718,6,37479,2,408,0,0
473,Male,48,56445,6,78771,2,477,1,0
474,Female,45,25796,3,22027,2,549,0,1
475,Male,61,67218,1,98463,3,390,1,1
476,Female,23,59131,6,42912,3,638,0,1
477,Male,58,28123,2,92558,4,468,0,1
478,Female,33,28222,0,71474,3,438,1,1
479,Male,21,44074,1,42692,3,816,1,0
480,Female,52,49825,9,98884,2,483,1,1
481,Female,65,56839,8,32209,4,469,1,0
482,Female,43,88322,7,57563,3,661,0,0
483,Male,29,76321,5,56738,3,543,1,1
484,Female,28,45988,5,37242,4,437,0,1
485,Male,54,55507,0,9941,1,327,0,0
486,Female,42,43806,1,7073,2,818,0,1
487,Male,35,56901,3,37827,3,697,1,0
488,Female,36,37043,2,46225,3,632,1,1
489,Male,40,95761,0,37096,4,616,1,0
490,Male,55,29752,7,50546,3,725,1,1
491,Female,35,88993,6,66457,2,435,1,1
492,Male,43,62616,3,68309,3,566,1,1
493,Male,23,72127,8,69998,1,406,0,0
494,Female,21,94777,3,86496,2,437,1,1
495,Male,61,20453,0,30268,1,346,0,0
496,Male,68,95432,9,85354,4,667,0,1
497,Male,46,30976,0,42078,2,305,1,1
498,Female,51,90404,0,1865,3,822,1,0
499,Male,34,97707,0,96242,2,828,1,0
500,Female,60,53688,3,28887,2,571,1,0
501,Male,60,22017,0,49876,2,365,0,1
502,Male,33,27957,1,96047,1,719,1,1
503,Male,19,24792,3,33479,4,638,1,1
504,Female,51,75982,6,40478,2,797,0,1
505,Male,25,33237,1,26401,3,768,0,1
506,Male,30,71586,7,28502,2,630,1,1
507,Female,59,39252,6,13394,2,430,0,1
508,Male,25,30707,8,98694,4,829,1,0
509,Female,47,54206,5,9262,3,737,1,1
510,Female,49,23543,3,4487,3,542,0,0
511,Male,53,64135,5,27341,1,762,0,1
512,Female,64,55031,3,13570,3,649,1,0
513,Male,47,62929,6,57268,3,316,1,0
514,Female,18,85747,8,29605,3,765,1,0
515,Female,60,77851,2,71602,2,662,0,1
516,Male,56,75311,2,26723,1,509,0,0
517,Female,34,85867,1,69108,3,824,1,0
518,Female,37,77196,0,78206,3,719,1,0
519,Female,41,93705,0,60098,3,432,0,0
520,Female,67,77894,2,93375,2,313,1,1
521,Female,39,34591,6,48707,2,343,0,1
522,Male,46,68893,8,49028,1,676,1,1
523,Female,39,20727,1,93937,4,594,0,1
524,Male,61,41359,6,56921,1,695,1,0
525,Female,26,63822,0,60760,2,403,1,1
526,Male,54,30929,1,10249,3,744,1,0
527,Male,27,80091,5,67847,3,361,0,1
528,Female,53,43519,4,97547,1,711,1,0
529,Female,54,37393,7,43839,3,620,1,0
530,Female,45,54318,1,39673,2,430,1,0
531,Male,45,94531,0,3642,1,498,1,0
532,Female,59,67934,6,6338,4,335,1,1
533,Male,60,48840,5,51761,2,515,1,1
534,Male,38,33265,7,9622,2,605,0,0
535,Male,41,25424,7,48423,3,311,0,0
536,Female,59,40625,1,42873,2,382,1,1
537,Female,57,99622,7,47565,2,331,1,1
538,Male,19,49187,5,7806,4,707,0,1
539,Male,25,55929,8,757,3,385,0,0
540,Female,65,81892,6,92246,2,710,1,0
541,Male,44,40539,1,21470,3,555,0,0
542,Female,39,76630,7,6220,2,540,1,0
543,Male,54,29215,8,91851,4,751,1,1
544,Female,44,59385,6,54754,3,300,0,0
545,Male,46,97462,3,93329,3,581,1,1
546,Female,20,45008,8,79852,4,813,1,0
547,Male,61,68928,3,22505,1,418,1,1
548,Female,30,44976,3,28288,2,804,1,0
549,Female,62,47626,8,74492,2,379,0,1
550,Male,27,79789,7,19109,1,518,0,1
551,Male,53,24700,3,3497,3,816,0,0
552,Female,26,83645,7,57326,3,765,1,1
553,Male,44,93396,7,9864,4,817,0,1
554,Female,51,27526,6,97046,4,801,0,1
555,Male,68,59500,9,93517,4,357,0,0
556,Female,18,88049,5,87562,1,636,1,0
557,Female,49,93366,7,74310,1,809,1,0
558,Female,42,79117,6,21017,3,725,1,0
559,Female,46,76096,4,1821,4,669,1,1
560,Female,24,27910,3,50337,3,710,1,1
561,Female,66,91185,1,45485,1,731,0,0
562,Male,20,70248,7,83557,2,495,0,1
563,Male,37,94656,8,56388,3,676,0,0
564,Male,37,21951,3,10372,1,664,1,0
565,Female,47,85212,3,93938,4,704,0,1
566,Female,52,95701,4,71333,2,791,0,0
567,Female,52,99888,1,16283,2,365,1,1
568,Female,66,95282,6,40857,2,690,1,0
569,Male,56,61954,4,51772,4,382,1,0
570,Male,44,28804,5,59670,2,780,1,0
571,Female,43,20595,3,73133,1,528,0,1
572,Male,31,49592,7,95856,3,524,1,0
573,Male,34,60643,7,31261,2,412,1,1
574,Female,35,82665,4,57154,2,484,1,0
575,Male,62,40823,5,6107,1,811,0,0
576,Female,69,25972,2,91296,4,472,0,1
577,Male,46,35882,0,35561,2,822,0,1
578,Female,37,86394,8,76674,1,504,0,1
579,Female,44,91055,8,35268,1,837,0,1
580,Female,35,43769,2,31608,4,618,1,1
581,Female,21,45020,3,13138,4,458,1,1
582,Male,18,62748,6,37693,3,577,1,0
583,Female,67,64912,1,83000,2,447,0,1
584,Female,18,32879,2,21248,3,382,1,0
585,Female,43,53798,5,18632,1,718,0,0
586,Male,62,66073,7,47547,2,837,0,0
587,Female,37,95791,0,12100,1,848,1,1
588,Male,69,86983,3,47930,1,691,1,0
589,Female,40,63005,0,66861,1,432,1,0
590,Male,27,22850,1,76905,4,541,1,0
591,Male,28,48400,7,53025,4,750,0,1
592,Female,58,31953,5,75876,2,499,0,0
593,Male,58,43535,8,78944,1,416,0,1
594,Female,22,95536,1,50840,1,518,1,0
595,Female,18,95039,2,19369,2,604,0,1
596,Female,34,24055,8,18460,3,542,1,1
597,Male,39,58170,8,91641,1,591,0,0
598,Male,51,48251,5,96920,4,600,1,0
599,Female,62,24532,2,1461,3,687,0,1
600,Female,58,24924,4,42362,3,508,1,1
601,Male,46,68037,1,98376,3,613,1,1
602,Female,21,98082,6,28610,3,325,0,0
603,Female,22,91621,9,20995,3,378,1,0
604,Female,28,97926,7,84716,3,427,0,0
605,Male,68,98816,5,7717,2,712,1,0
